Component 1,Component 2,Time,Occurrences,Occurrences_mod,Alpha,Linewidth
-0.006756501283164239,-0.030044409058763082,40.0,5,10.0,1.0,1.0
-0.006675937529082395,-0.030050517997921477,160.0,5,10.0,1.0,1.0
-0.006716553196544888,-0.030116159917942097,220.0,5,10.0,1.0,1.0
-0.006686902799934629,-0.030134345344523417,320.0,5,10.0,1.0,1.0
-0.006653744969674436,-0.030084481347275625,710.0,5,10.0,1.0,1.0
-0.006653988112917687,-0.030210688244830315,970.0,5,10.0,1.0,1.0
-0.006312024938364543,-0.0301641388588791,1350.0,5,10.0,1.0,1.0
-0.006286518397915837,-0.030417203027059636,1450.0,5,10.0,1.0,1.0
-0.00667633065402253,-0.030145609921675552,1480.0,5,10.0,1.0,1.0
-0.006288129345665005,-0.030230686242206595,1550.0,5,10.0,1.0,1.0
-0.0043827002741103314,-0.032833269240668796,2540.0,5,10.0,1.0,1.0
-0.0043696370261100455,-0.03281698773046689,2570.0,5,10.0,1.0,1.0
-0.02307288644309565,-0.0035955917032007173,3790.0,5,10.0,1.0,1.0
-0.023024434807468262,-0.0035869126467340147,3910.0,5,10.0,1.0,1.0
-0.02306852212569069,-0.0035578396861232226,4120.0,5,10.0,1.0,1.0
-0.023048924910684578,-0.0035795457840663214,4250.0,5,10.0,1.0,1.0
-0.023144763259073747,-0.003607127455331142,4460.0,5,10.0,1.0,1.0
-0.02308121217182274,-0.003503269471250382,4720.0,5,10.0,1.0,1.0
-0.023099034690776902,-0.003502595489462922,4720.0,5,10.0,1.0,1.0
-0.023094874767189744,-0.0035580997326413156,5000.0,5,10.0,1.0,1.0
-0.023068069686577715,-0.0034719540189168266,5100.0,5,10.0,1.0,1.0
-0.02301628970216739,-0.0035423671477742822,5520.0,5,10.0,1.0,1.0
-0.023025413260233184,-0.0035216892690860114,5580.0,5,10.0,1.0,1.0
-0.02303391088608941,-0.0035971145493750656,5940.0,5,10.0,1.0,1.0
-0.023193344574485977,-0.002447595983926417,7640.0,5,10.0,1.0,1.0
-0.026609795528861717,0.017251172907795275,9150.0,5,10.0,1.0,1.0
-0.02665690511855859,0.017115357159506205,9230.0,5,10.0,1.0,1.0
-0.02662265484951434,0.01745609227867366,9280.0,5,10.0,1.0,1.0
-0.026517884701745563,0.01718311745375973,9510.0,5,10.0,1.0,1.0
-0.02665000110314936,0.01715137491171506,9710.0,5,10.0,1.0,1.0
-0.006694465846617557,-0.03011442237572864,40.0,4,8.0,1.0,1.0
-0.006715959419288731,-0.030074824734570422,70.0,4,8.0,1.0,1.0
-0.006736580903200048,-0.030084965722310873,110.0,4,8.0,1.0,1.0
-0.006621587669428791,-0.03010154170183978,210.0,4,8.0,1.0,1.0
-0.006474451876438176,-0.030054599083844644,270.0,4,8.0,1.0,1.0
-0.006721061302152432,-0.030103376488586114,510.0,4,8.0,1.0,1.0
-0.006652212709403826,-0.030198101224570038,530.0,4,8.0,1.0,1.0
-0.006685306386503915,-0.03014146107512417,630.0,4,8.0,1.0,1.0
-0.006612300914394837,-0.030141301499108198,860.0,4,8.0,1.0,1.0
-0.006686426116073051,-0.03003037880462306,900.0,4,8.0,1.0,1.0
-0.006250914858290298,-0.030395985426642402,1270.0,4,8.0,1.0,1.0
-0.006517840363821036,-0.03038208465035472,1310.0,4,8.0,1.0,1.0
-0.006353033980404446,-0.030189797919398714,1410.0,4,8.0,1.0,1.0
-0.006689500195990443,-0.03013397987062755,1480.0,4,8.0,1.0,1.0
-0.0061361531464158405,-0.03078046468238285,2300.0,4,8.0,1.0,1.0
-0.005053700391075229,-0.0316169646368119,2300.0,4,8.0,1.0,1.0
-0.002271133260923594,-0.03555399318470751,2430.0,4,8.0,1.0,1.0
-0.004458973135046842,-0.03192822974625934,2470.0,4,8.0,1.0,1.0
-0.005052741323728949,-0.03161697804534349,2560.0,4,8.0,1.0,1.0
-0.00506753559149441,-0.031561110115248446,2890.0,4,8.0,1.0,1.0
-0.002244633991471014,-0.035365451958410864,2940.0,4,8.0,1.0,1.0
-0.023116810631499,-0.0036155213343437723,3210.0,4,8.0,1.0,1.0
-0.0022778583711230596,-0.03557194555638819,3390.0,4,8.0,1.0,1.0
-0.014951587086902932,-0.016997890443653546,3430.0,4,8.0,1.0,1.0
-0.023093517361271756,-0.003544876973468483,3460.0,4,8.0,1.0,1.0
